,country,description,designation,points,price,province,region_1,region_2,taster_name,taster_twitter_handle,title,variety,winery,date_millesime
114003,France,"While the wine has all the steely crispness you expect in a Chablis, it also offers ripe fruitiness that gives a full-bodied, round character. Acidity cuts through to give a lift to the fruit and to the tight texture of this young wine. It should age until 2019.",Fourchaume Premier Cru,92,38.0,Burgundy,Chablis,,Roger Voss,@vossroger,La Chablisienne 2018 Fourchaume Premier Cru  (Chablis),Chardonnay,La Chablisienne,2018
114033,France,"This is a classic Burgundian version of a Champagne blend—made from Pinot Noir and Chardonnay from the cool areas around Chablis. It's bright and fruity, tangy with lemon zest and a fine streak of minerality, and finishes with an attractive, creamy edge. Drink now.",Brut,90,44.0,Burgundy,Crémant de Bourgogne,,Roger Voss,@vossroger,Simonnet-Febvre NV Brut  (Crémant de Bourgogne),Champagne Blend,Simonnet-Febvre,
114204,France,"A soft and round exterior hides the concentrated, structured core that sets this wine on a long road to maturity. Creamed pears, quince and tight acidity are developing to come through and fill the wine with a crisp character allied to steeliness. Drink from 2021.",Montée de Tonnerre Premier Cru,92,40.0,Burgundy,Chablis,,Roger Voss,@vossroger,Damien et Romain Bouchard 2018 Montée de Tonnerre Premier Cru  (Chablis),Chardonnay,Damien et Romain Bouchard,2018
114229,France,"This wine comes from a single vineyard in the heart of the appellation. It is soft, just hinting at the lime acidity while focused on ripe yellow and green-plum fruits. This wine can develop further and will be at its best from 2021.",La Carte,88,22.0,Burgundy,Mâcon-Lugny,,Roger Voss,@vossroger,Cave de Lugny 2019 La Carte  (Mâcon-Lugny),Chardonnay,Cave de Lugny,2019
114231,France,"In this generous interpretation of Nuits Saint-Georges, ripe berry fruits burst through the typical dry tannins. It has plenty of red-fruit flavors, a generous texture and structure. Drink this already attractive wine from 2022.",,88,47.0,Burgundy,Nuits-St.-Georges,,Roger Voss,@vossroger,Chanson Père et Fils 2019  Nuits-St.-Georges,Pinot Noir,Chanson Père et Fils,2019
114459,France,"This is a rich, fruity wine that has a definite minerally character. The chalky texture is laced with lemon and apricot flavors, leading to a crisp, tight finish.",Climat en Combe,89,35.0,Burgundy,Saint-Véran,,Roger Voss,@vossroger,Bret Brothers 2016 Climat en Combe  (Saint-Véran),Chardonnay,Bret Brothers,2016
114473,France,"Made from fruit sourced from a parcel in Fourchaume, this fruity wine offers green fruit flavors that are cut by the minerally texture. It is crisp, taut and nervy, and it needs a few years to show its best.",Les Vaupulans Fourchaume Premier Cru,89,52.0,Burgundy,Chablis,,Roger Voss,@vossroger,Domaine Vrignaud 2017 Les Vaupulans Fourchaume Premier Cru  (Chablis),Chardonnay,Domaine Vrignaud,2017
114474,France,"This has apricot and pear flavors, plus a nutmeg hint and intense, refreshing acidity.",Château de Rully Cuvée R. de Ternay,89,32.0,Burgundy,Rully,,Roger Voss,@vossroger,Antonin Rodet 2017 Château de Rully Cuvée R. de Ternay  (Rully),Chardonnay,Antonin Rodet,2017
114907,France,"This ripe wine offers swathes of red fruits and soft tannins. The structure is well embedded in the juicy red-cherry flavors that are further lifted by acidity. It's an attractive, smooth wine that will be ready from 2021.",Domaine Adélie Le Champs-Martin Premier Cru,88,32.0,Burgundy,Mercurey,,Roger Voss,@vossroger,Albert Bichot 2020 Domaine Adélie Le Champs-Martin Premier Cru  (Mercurey),Pinot Noir,Albert Bichot,2020
114979,France,"This wine is young, surprisingly fruity at this stage for this normally textured, structured Grand Cru. A pure line of sliced apple and green-plum flavors are shot through with tangy acidity. The fruitiness and intense acidity will pass soon and the wine will develop the proper steely, tight and mineral character. It will drink at its best from 2024.",Les Clos Grand Cru,94,50.0,Burgundy,Chablis,,Roger Voss,@vossroger,Domaine Louis Moreau 2020 Les Clos Grand Cru  (Chablis),Chardonnay,Domaine Louis Moreau,2020
114989,France,"Close to the village of Aloxe-Corton, this vineyard is one of the smallest of the Corton grand crus. This wine, still fresh while also closed up with tannins, is dark, structured and has the potential to age many years. Intense red-berry acidity and a tight, dry core still convey youthfulness. Drink this impressive wine from 2022.",Clos des Fietres,94,85.0,Burgundy,Corton,,Roger Voss,@vossroger,Au Pied du Mont Chauve 2019 Clos des Fietres  (Corton),Pinot Noir,Au Pied du Mont Chauve,2019
115007,France,This demonstrates a fine balance between the crisp white and peach fruits and the nervy texture that keeps this feeling taut and sharp. Beneath the fruity surface there is structure and a mineral character. Age for another 2–3 years.,Fourchaume Premier Cru,87,33.0,Burgundy,Chablis,,Roger Voss,@vossroger,Domaine L. Chatelain 2016 Fourchaume Premier Cru  (Chablis),Chardonnay,Domaine L. Chatelain,2016
115022,France,"This is ripe and finely balanced, with its wood-aging character showing well with the yellow fruit flavor. It has weight and a fine sheen of brightness, while the finish shows a crisper side.",,87,26.0,Burgundy,Bourgogne,,Roger Voss,@vossroger,Bzikot Père et Fils 2016  Bourgogne,Chardonnay,Bzikot Père et Fils,2016
115024,France,"Rich and soft, this is full of pear and quince flavors that pack a punch of acidity. The fruitiness is offset by a yeasty character that adds notes of almond and spice.",,87,30.0,Burgundy,Chablis,,Roger Voss,@vossroger,William Fèvre 2016  Chablis,Chardonnay,William Fèvre,2016
115028,France,"This is initially round and ripe, with a hint of vanilla, before showing a more structured, steely side. It shows fine balance between its intense texture and fruitiness, promising 2–3 years of aging.",La Pierrelée,87,26.0,Burgundy,Chablis,,Roger Voss,@vossroger,La Chablisienne 2016 La Pierrelée  (Chablis),Chardonnay,La Chablisienne,2016
115161,France,"This is aromatic, with ripeness that balances the bright green and white fruits. Wood and spice notes are followed by a touch of lemon jelly and minerally acidity. It's a wine that is still developing, waiting for the ripe fruit of the vintage to surface.",Clos St-Jean Premier Cru,91,63.0,Burgundy,Chassagne-Montrachet,,Roger Voss,@vossroger,Henri de Villamont 2015 Clos St-Jean Premier Cru  (Chassagne-Montrachet),Chardonnay,Henri de Villamont,2015
115165,France,"Big and firm, this is packed with red fruits and solid tannins. It has flavors of red berries and black fruits—the wood component still prominent. The acidity is gentle; but it does need to age for at least four years.",Clos des Angles Premier Cru,91,75.0,Burgundy,Volnay,,Roger Voss,@vossroger,Olivier Leflaive 2016 Clos des Angles Premier Cru  (Volnay),Pinot Noir,Olivier Leflaive,2016
115171,France,"Crisp and fruity, but also with some weight, this dense, textured wine has a very minerally character, with a straight line of tight acidity. This is complex and tense while also refreshing.",Montmains Premier Cru,91,53.0,Burgundy,Chablis,,Roger Voss,@vossroger,Chanson Père et Fils 2016 Montmains Premier Cru  (Chablis),Chardonnay,Chanson Père et Fils,2016
115173,France,"This impressive wood-aged wine shows both the rich side of Pouilly Fuissé and its taut, minerally character. It is full and rich, yet always expressing a nervy, zingy edge. Age for at least three years.",Vieilles Vignes,91,37.0,Burgundy,Pouilly-Fuissé,,Roger Voss,@vossroger,Château Vitallis 2016 Vieilles Vignes  (Pouilly-Fuissé),Chardonnay,Château Vitallis,2016
115176,France,"Ripe and full, this tempers the natural richness of Volnay with the restraint of tannins and layers of wood. The red fruit flavors are given a boost by the young acidity that needs time to calm down. Age for 3–4 years.",,91,46.0,Burgundy,Volnay,,Roger Voss,@vossroger,Domaine Jean Monnier et Fils 2016  Volnay,Pinot Noir,Domaine Jean Monnier et Fils,2016
115177,France,"This has a warm, rounded character, with pressing minerality. Notes of apple, pear and a touch of vanilla all add richness and an open character. It has warm, rich fruit on the finish.",Vaillons Premier Cru,91,37.0,Burgundy,Chablis,,Roger Voss,@vossroger,Domaine Jean-Paul et Benoît Droin 2016 Vaillons Premier Cru  (Chablis),Chardonnay,Domaine Jean-Paul et Benoît Droin,2016
115178,France,"Made from grapes sourced from vines that were planted in 1955, this is ripe and rich. The fruit is still reticent, but it will develop into a concentrated, full-bodied wine. Its density is balanced by a firm, minerally structure. Age this for 2–3 years.",Vieilles Vignes Fourchaume Premier Cru,91,54.0,Burgundy,Chablis,,Roger Voss,@vossroger,Domaine Vrignaud 2016 Vieilles Vignes Fourchaume Premier Cru  (Chablis),Chardonnay,Domaine Vrignaud,2016
115179,France,"This demonstrates the complexity of firm and concentrated Vosne-Romanée, with a generous, fruity character. It shows its structure first, followed by beautiful red fruits. Age for 4–5 years or more.",Domaine des Perdrix,91,66.0,Burgundy,Vosne-Romanée,,Roger Voss,@vossroger,Domaines Devillard 2016 Domaine des Perdrix  (Vosne-Romanée),Pinot Noir,Domaines Devillard,2016
115181,France,"Floral and round, this pushes its red berry flavors forward. It's so elegant and perfumed, with an attractive structure and acidity. Ready to drink in a few months.",Clos de Godeaux Premier Cru,90,39.0,Burgundy,Savigny-lès-Beaune,,Roger Voss,@vossroger,Joseph Drouhin 2016 Clos de Godeaux Premier Cru  (Savigny-lès-Beaune),Pinot Noir,Joseph Drouhin,2016
115182,France,"This is complex and ripe but also mineraly and very structured. It offers many facets of the village: its richness and its strong sense of terroir. Bright, clean and fragrant on the finish.",,90,54.0,Burgundy,Puligny-Montrachet,,Roger Voss,@vossroger,Louis Latour 2016  Puligny-Montrachet,Chardonnay,Louis Latour,2016
115185,France,"Big and opulent, this has ripe tropical fruits, with a soft, toasty texture and full-bodied feel. With its richness, this is developing quickly and is already ready to drink.",,90,44.0,Burgundy,Puligny-Montrachet,,Roger Voss,@vossroger,Michel Picard 2015  Puligny-Montrachet,Chardonnay,Michel Picard,2015
115364,France,"With just a touch of yellow fruits, this is a ripe, concentrated wine. It has something of the Chablis minerality that is combined with intense fruits and acidity. The wine is young but very drinkable now, although likely to age at least until 2024.",Vieilles Vignes,88,23.0,Burgundy,Chablis,,Roger Voss,@vossroger,Domaine George 2020 Vieilles Vignes  (Chablis),Chardonnay,Domaine George,2020
115371,France,"Typically soft and ripe, this is already a delicious, fruity wine. It is strongly perfumed and has the acidity typical of the vintage. Ripe red fruits and acidity are well balanced, with dry tannins that are still in the background. Drink the wine from 2022.",,88,23.0,Burgundy,Savigny-lès-Beaune,,Roger Voss,@vossroger,Labouré-Roi 2020  Savigny-lès-Beaune,Pinot Noir,Labouré-Roi,2020
115411,France,This is a creamy wine with soft fruitiness. The roundness is happily cut with acidity and with a citrus edge that lifts the melon and pear flavors. The aftertaste is tangy and zesty. Drink now.,,87,20.0,Burgundy,Viré-Clessé,,Roger Voss,@vossroger,Jean-Luc and Paul Aegerter 2021  Viré-Clessé,Chardonnay,Jean-Luc and Paul Aegerter,2021
115563,France,"Round, soft, with the fruit dominating its mineral character, this wine shows richness, but doesn't have huge aging ability. It is more a wine that charms, is open, lively, spice and dried apricots working together with ripe acidity.",Blanchot Grand Cru,93,81.0,Burgundy,Chablis,,Roger Voss,@vossroger,La Chablisienne 2012 Blanchot Grand Cru  (Chablis),Chardonnay,La Chablisienne,2012
115565,France,"Perfumed white flower aromas lead into a wine that is dense and ripe. As the palate opens up, white and yellow fruits, cinnamon and buttered toast all work their ways into a wine that is almost a meal in itself. Still young, of course, already fresh, it will surely deepen and broaden as it ages. Screwcap.",Les Blanchots Grand Cru,93,98.0,Burgundy,Chablis,,Roger Voss,@vossroger,Domaine Laroche 2012 Les Blanchots Grand Cru  (Chablis),Chardonnay,Domaine Laroche,2012
115566,France,"Still young, this is a wine that needs to open and ripen. But already there are signs of richness, a wood- and tropical fruit-flavored wine that is typical of the full character of a Corton Charlemagne. It would be worth keeping 2–3 years for the wood to soften, the fruit to round out.",,93,187.0,Burgundy,Corton-Charlemagne,,Roger Voss,@vossroger,Bertrand Ambroise 2012  Corton-Charlemagne,Chardonnay,Bertrand Ambroise,2012
115571,France,"Showing the typical power of Corton-Charlemagne, this is a classic wine that offers full-on fruit allied to a strong wood element. It is rich and bold, flavored with white fruits, apricots, almonds and spice. While it is drinkable now, it would certainly repay cellaring for 3–4 years.",,93,136.0,Burgundy,Corton-Charlemagne,,Roger Voss,@vossroger,Maison Champy 2012  Corton-Charlemagne,Chardonnay,Maison Champy,2012
115572,France,"This wine from a parcel in the Fourchaume vineyard is a step up from the Fourchaume premier cru wine. That's because it has an extra edge of minerality, of apple skins and tight, ageworthy green fruits. With its final burst of acidity, this will certainly mature over the next 3–4 years.",Fourchaume Vignoble de Vaulorent Premier Cru,93,70.0,Burgundy,Chablis,,Roger Voss,@vossroger,William Fèvre 2012 Fourchaume Vignoble de Vaulorent Premier Cru  (Chablis),Chardonnay,William Fèvre,2012
115574,France,"An impressive wine, with its tense structure, its ripe pear and melon flavors and its layers of richness. The smooth wood shows slowly and gently as it underlies the fruit flavors. There is also power here, and a definite ability to age.",Les Clos Grand Cru,93,95.0,Burgundy,Chablis,,Roger Voss,@vossroger,Domaine Christian Moreau Père et Fils 2011 Les Clos Grand Cru  (Chablis),Chardonnay,Domaine Christian Moreau Père et Fils,2011
115575,France,"There is a definite richness to this wine, the ripe white fruit and melon flavors aided by a judicious amount of vanilla and toast. That makes the wine seductive, but Laroche does not forget its Chablis origins and leaves enough room for a core of grapefruit, steel and tight acidity. Screwcap.",Réserve de l'Obédience Les Blanchots Grand Cru,93,149.0,Burgundy,Chablis,,Roger Voss,@vossroger,Domaine Laroche 2012 Réserve de l'Obédience Les Blanchots Grand Cru  (Chablis),Chardonnay,Domaine Laroche,2012
